,text                ,category
309,While watching my eyes become tears                ,Non-anti-LGBT+ content
310,Really heart touched performance hats off you                ,Non-anti-LGBT+ content
311,Habeeb Aslam oh please  there is nothing called eternal hell god is not cruel stop reading all these bullshits                 ,Non-anti-LGBT+ content
312,Nice story and nice characters                ,Non-anti-LGBT+ content
313,Nice engaging movie on gay love  Companionship and compatibility are more important in conjugal relationships than just bearing children to perpetuate the family tree                ,Non-anti-LGBT+ content
314,We are a like this movie Its very inspirational movie   waite for part 2 or next movie                  ,Non-anti-LGBT+ content
315,how about me  do i look transgenders                ,Non-anti-LGBT+ content
316,DRAGON BALL FAN  I know actually And I know whats a condom Thanks fr the info buddy but Im monogamous so I assure u neither I nor my future partner are gonna cheat Also I will always use a condom                ,Homophobia
317,We are waiting for part 2                ,Non-anti-LGBT+ content
318,I was heart touched when u cry                ,Non-anti-LGBT+ content
319,Still not prove it is not natural if they can prove they will ask legalize                ,Non-anti-LGBT+ content
320,Karthik Karthik  Hi kaarthick iam karthick                ,Non-anti-LGBT+ content
321,U r lucky to born at India sister  Here at my country big issues going on Our islamic friends against  LGBT community                ,Non-anti-LGBT+ content
322,Wow    Look at her attitude  and how cool she handles things just like that  Lover her Chennai slang                 ,Non-anti-LGBT+ content
323,Great explanation                 ,Non-anti-LGBT+ content
324,Muhammad AzeemSH   but now adultery is legalised na                ,Non-anti-LGBT+ content
325,One of the best video bro vera level                ,Non-anti-LGBT+ content
326,good attempt  latifs acting was good                ,Non-anti-LGBT+ content
327,Thanks for choosing this topic                 ,Non-anti-LGBT+ content
328,Super Bro I am waiting next vediounga hangout ID solluga bro                ,Non-anti-LGBT+ content
329,Congrats to Vikkimedia and full Team of the movie                ,Non-anti-LGBT+ content
330,RAVI RAGUL already done that topic by madan gowry                ,Non-anti-LGBT+ content
331,Very nice natural thanks bro                ,Non-anti-LGBT+ content
332,Social work continu bro                ,Non-anti-LGBT+ content
333,ashok kumar  crct thaa broI have a huge respect on them even tho this video is scripted I like this concept                ,Non-anti-LGBT+ content
334,Malini ask questions why u can give answer because is true every body gives comments is very bad but u think after u get answers I support                ,Non-anti-LGBT+ content
335,Please dont worry he will definitely come back to u  I prey to the god                ,Non-anti-LGBT+ content
336,Super true speech good                ,Non-anti-LGBT+ content
337,I should agree that im seriously shocked to see someone come out in tn in a good way though Keep going We support you                ,Non-anti-LGBT+ content
338,Vignesh Gv tamizha tha bro                ,Non-anti-LGBT+ content
339,Sema bro  Part 2 waiting bro                 ,Non-anti-LGBT+ content
340,Shrinivasan Kannan  if u had thought that previously u should have shut up b4 commenting shouldnt u                ,Non-anti-LGBT+ content
341,Sexual orientation is not a choice Its decided when the human is conceived Thats why a heterosexual is not attracted to a person belonging to the same sex as hishers                ,Non-anti-LGBT+ content
342,Very very nice movie i like latif character and his act Needful movie for our country and for our society               ,Non-anti-LGBT+ content
343,Avoid so many men friends gather one man and love himdo some small daily business like flowers vegetables                ,Non-anti-LGBT+ content
344,i saw your film on CIQFF  BIg thanks and wishes Long way to go 3                ,Non-anti-LGBT+ content
345,Karthik  how are you bro                ,Non-anti-LGBT+ content
346,I stumbled across this movie by chance What a work it is Simply the best  The story line the actors and their acting all are in the perfect frame Really made my day Thanks for this classic work                 ,Non-anti-LGBT+ content
347,This is very bad                ,Non-anti-LGBT+ content
348,Very nice heart is feel                ,Non-anti-LGBT+ content
349,whu is shee                ,Non-anti-LGBT+ content
350,No fuck  but Romantic  and little suck with my old gay friends                 ,Non-anti-LGBT+ content
351,I love this movie so mucham also interest with male frndspls understand  feelings                ,Non-anti-LGBT+ content
352,I still dont have clear understanding about this and hence everything is not convincing me But this girl is awesome                ,Non-anti-LGBT+ content
353,That wordsna irukenjust passed through mah                 ,Non-anti-LGBT+ content
354,Waiting for part 2                ,Non-anti-LGBT+ content
355,Where about our thalaivar already get 200 likes                ,Non-anti-LGBT+ content
356,I was actually searching for what he said  transgender until I heard her voice She honestly doesnt look like that tho Even some girls have deep voice too Shes beautiful                ,Non-anti-LGBT+ content
357,She is 1000 beautiful then Meera Aunty                ,Non-anti-LGBT+ content
358,First prank make me crying                 ,Non-anti-LGBT+ content
359,Semma azhagu Katrina  neenga  All the best for your future projects                ,Non-anti-LGBT+ content
360,Every society has its own evils in different forms  United States has the highest Rape percentage Nirbaya like cases are very very common in United States  But ironically neither media nor the people themselves dont care about that Why Because they knew that the rapes will common when you live in this kind of cultured society  Saudi Arabia has the least rape percentage among all nations and always commented about its culture is not good especially bad for women  But what the Girls expecting is I need to be like in United States but I need maximum safety like in Saudi Arabia  How could be it is possible                ,Non-anti-LGBT+ content
361,Really nice story and message to the society  LGBT and parentsReally lathif character is amazing and well screenplay Keep it up and best wishes                ,Non-anti-LGBT+ content
